Date,Open,High,Low,Close,Volume
2024-05-08,,,,,
2024-05-09,466.8352023225762,472.8742486238149,464.48116583313845,472.2187194824219,9437700.0
2024-05-10,473.87752171642705,474.2847646282181,466.4379651606612,472.9935302734375,10750000.0
2024-05-11,,,,,
2024-05-12,,,,,
2024-05-13,469.5666850409423,470.1626509363038,459.73335385977305,464.8586120605469,14668800.0
2024-05-14,460.2498799386915,469.35814681748144,456.98202476085544,468.67279052734375,10478600.0
2024-05-15,471.78163043660237,479.25098197914036,468.0270850959641,478.2974548339844,13100500.0
2024-05-16,471.801527600696,474.4734165714435,469.5666782594295,470.04345703125,16608200.0
2024-05-17,467.65958568158874,469.6163216180006,465.2658404350713,468.7323303222656,10807300.0
2024-05-18,,,,,
2024-05-19,,,,,
2024-05-20,466.78555537893186,470.01367116907085,463.89514652631107,465.6830139160156,11745100.0
2024-05-21,463.9745969325562,467.5305076270988,459.15724881960597,461.5013732910156,11742200.0
2024-05-22,464.71954780965524,470.5301623382244,462.51449517924743,464.6301574707031,10078600.0
2024-05-23,469.6958441033179,471.16585905076363,458.43220618871834,462.6436462402344,11747900.0
2024-05-24,464.4712177669983,476.61887645447604,463.16009887613995,474.9998474121094,12024300.0
2024-05-25,,,,,
2024-05-26,,,,,
2024-05-27,,,,,
2024-05-28,473.37090944104057,477.6220886169313,471.64263552507384,476.6884460449219,10175800.0
2024-05-29,471.4638000883628,476.618854768797,470.5102728984341,471.1658020019531,9226200.0
2024-05-30,468.4939760428169,468.5535696018269,461.5808200768087,463.9050598144531,10719600.0
2024-05-31,462.66342984466667,465.9610812315001,451.39979365400546,463.6864929199219,16919800.0
2024-06-01,,,,,
2024-06-02,,,,,
2024-06-03,467.68941896049296,476.3705882132415,465.0870657511374,474.2747802734375,11279400.0
2024-06-04,473.7880795710405,475.66536764367015,470.0434761018759,473.77813720703125,7088700.0
2024-06-05,481.18795865539454,493.30579153156003,480.6515862684817,491.72650146484375,15690500.0
2024-06-06,489.6604646276873,499.4342020437463,487.58454155763394,490.4352111816406,10667300.0
2024-06-07,492.57074247783544,495.5505416682554,486.8694030600324,489.6405944824219,9380700.0
2024-06-08,,,,,
2024-06-09,,,,,
